 ,,,,,,,Dolar al dia,$18.50,,% Desc Compe.,96%,,IGI,0%,Imp y Flete,23%,Dll banca,$18.75,,,,,,,Descuento Ervey,14%,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,Barcode,Foto URL,Nombre Eng,Nombre Esp,Descripcion,UVA Nombre,Item Code,Uni Code,Categoria,Montaje,Tipo,$ Venta,Rotacion,Stock,Status,Notes,Pedido ,$ ZG,$ Oth,$ BM,$ Ptij dll,$ Ptij mxn,Veces G,,"PRECIO
OG",PRECIO ERVEY,VG CABOS,,,,"PRECIO ESP
TIJUANA"
2370,,,,Cable 5 MT. / Cable 5 MT.,,,MIX10033,,,Componentes Eléctricos,Sin Asignar,$0.00,,,No Available,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
2371,,,,"Cable 5,5 MT. / Cable 5,5 MT.",,,MIX10034,,,Componentes Eléctricos,Sin Asignar,$0.00,,,No Available,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
2372,,,,Cable 6 MT. / Cable 6 MT.,,,MIX10035,,,Componentes Eléctricos,Sin Asignar,$0.00,,,No Available,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
2373,,,,"Cable 6,5 MT. / Cable 6,5 MT.",,,MIX10036,,,Componentes Eléctricos,Sin Asignar,$0.00,,,No Available,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
2374,,,,Cable 7 MT. / Cable 7 MT.,,,MIX10037,,,Componentes Eléctricos,Sin Asignar,$0.00,,,No Available,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
2375,,,,"Cable 7,5 MT. / Cable 7,5 MT.",,,MIX10038,,,Componentes Eléctricos,Sin Asignar,$0.00,,,No Available,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
2376,,,,Cable 8 MT. / Cable 8 MT.,,,MIX10039,,,Componentes Eléctricos,Sin Asignar,$0.00,,,No Available,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
2377,,,,"Cable 8,5 MT. / Cable 8,5 MT.",,,MIX10040,,,Componentes Eléctricos,Sin Asignar,$0.00,,,No Available,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
2378,,,,Cable 9 MT. / Cable 9 MT.,,,MIX10041,,,Componentes Eléctricos,Sin Asignar,$0.00,,,No Available,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
2379,,,,"Cable 9,5 MT. / Cable 9,5 MT.",,,MIX10042,,,Componentes Eléctricos,Sin Asignar,$0.00,,,No Available,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
2380,,,,Chut Handle Mechanic / Mango Mecánico de Tolva,,,MIX10099,610000,,Transmisión Mecánica,Sin Asignar,$0.00,,,No Available,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
2381,,,,Chut Holder / Soporte de Tolva,,,MIX10147,,,Componentes de Descarga,Sin Asignar,$0.00,,,No Available,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
2382,,,,Chut Lock Set / Juego de Bloqueo de Tolva,,,MIX10149,,,Componentes de Bloqueo,Sin Asignar,$0.00,,,No Available,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
2383,,,,Chut Short LT Type / Tolva Corta Tipo LT,,,MIX10135,,,Componentes de Descarga,Sin Asignar,$0.00,,,No Available,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
2384,,,,Chut Step for Sheet Iron / Escalón de Tolva para Chapa de Hierro,,,MIX10148,,,Componentes Estructurales y de Montaje,Sin Asignar,$0.00,,,No Available,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
2385,,,,Chute Hydraulic Complete / Hidráulico de Tolva Completo,,,MIX10087,,,Componentes Hidráulicos,Sin Asignar,$0.00,,,No Available,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
2386,,,,Control Box Double / Caja de Control Doble,,,MIX10028,,,Elementos de Medición y Control,Sin Asignar,$0.00,,,No Available,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
2387,,,,Control Box Single / Caja de Control Simple,,,MIX10027,,,Elementos de Medición y Control,Sin Asignar,$0.00,,,No Available,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
2388,,,,Discharge Chut Complete LT Type / Tolva de Descarga Completa Tipo LT,,,MIX10118,,,Componentes de Descarga,Sin Asignar,$0.00,,,No Available,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
2389,,,,Drum Roller Plastic Cover Q280 / Cubierta de Plástico para Rodillo de Tambor Q280,,,MIX10086,,,Componentes Estructurales y de Montaje,Sin Asignar,$0.00,,,No Available,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
2390,,,,Echo Lid Seal / Sello de Tapa Echo,,,MIX10160,,,Sellos y Retenes,Sin Asignar,$0.00,,,No Available,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
2391,,,,Extension Chut LT Type / Extensión de Tolva Tipo LT,,,MIX10136,,,Componentes de Descarga,Sin Asignar,$0.00,,,No Available,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
2392,,,,Fan for Oil Cooler 4 Wings / Ventilador para Enfriador de Aceite 4 Aspas,,,MIX10104,,,Componentes Hidráulicos,Sin Asignar,$0.00,,,No Available,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
2393,,,,Filling Chut Complete / Tolva de Llenado Completa,,,MIX10116,,,Componentes Estructurales y de Montaje,Sin Asignar,$0.00,,,No Available,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
2394,,,,Gear for C30 Water Pump / Engranaje para Bomba de Agua C30,,,MIX10007,LRCL0043J7,,Transmisión Mecánica,Sin Asignar,$0.00,,,No Available,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
2395,,,,Hydraulic Chut Hose / Manguera de Tolva Hidráulica,,,MIX10094,,,Componentes Hidráulicos,Sin Asignar,$0.00,,,No Available,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
2396,,,,Hydraulic Cylinder / Cilindro Hidráulico,,,MIX10089,,,Componentes Hidráulicos,Sin Asignar,$0.00,,,No Available,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
2397,,,,Hydraulic Pump / Bomba Hidráulica,,,MIX10090,,,Componentes Hidráulicos,Sin Asignar,$0.00,,,No Available,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
2398,,,,Hydraulic Tank 1LT / Tanque Hidráulico 1LT,,,MIX10095,,,Componentes Hidráulicos,Sin Asignar,$0.00,,,No Available,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
2399,,,,Hydraulic Tank Handle / Asa de Tanque Hidráulico,,,MIX10091,,,Componentes Hidráulicos,Sin Asignar,$0.00,,,No Available,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
2400,,,,Impeller C30 Water Pump / Impulsor Bomba de Agua C30,,,MIX10006,LRCL0043J3,,Sistema de Bombeo de Concreto,Sin Asignar,$0.00,,,No Available,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
2401,,,,Impeller Shaft C30 Water Pump / Eje Impulsor Bomba de Agua C30,,,MIX10005,LRCL0042J6,,Sistema de Bombeo de Concreto,Sin Asignar,$0.00,,,No Available,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
2403,,,,Long Fiber for Extension Chut / Fibra Larga para Extensión de Tolva,,,MIX10145,,,Componentes de Descarga,Sin Asignar,$0.00,,,No Available,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
2404,,,,Metal Coupling for Balance Ball 23 Teeth / Acoplamiento Metálico para Bola de Equilibrio 23 Dientes,,,MIX10155,,,Componentes de Acoplamiento,Sin Asignar,$0.00,,,No Available,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
2405,,,,Mini Valve for C30 Water Pump / Mini Válvula para Bomba de Agua C30,,,MIX10012,,,Componentes Hidráulicos,Sin Asignar,$0.00,,,No Available,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
2406,,,,Mixer Felt 125x180x13/49 / Fieltro Mezclador 125x180x13/49,,,MIX10158,,,Sellos y Retenes,Sin Asignar,$0.00,,,No Available,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
2407,,,,Mixer Felt 145x215x14/65 / Fieltro Mezclador 145x215x14/65,,,MIX10159,,,Sellos y Retenes,Sin Asignar,$0.00,,,No Available,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
2408,,,,Oil Cooler Complete / Enfriador de Aceite Completo,,,MIX10100,,,Componentes Hidráulicos,Sin Asignar,$0.00,,,No Available,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
2409,,,,Oil Filter / Filtro de Aceite,,,MIX10105,,,Elementos de Medición y Control,Sin Asignar,$0.00,,,No Available,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
2410,,,,P.T.O shaft L:63cm D.F:10cm (6 Hole) / Eje TDF L:63cm D.F:10cm (6 Agujeros),,,MIX10217,,,Transmisión Mecánica,Sin Asignar,$0.00,,,No Available,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
2411,,,,P.T.O shaft L:72cm D.F:10cm (6 Hole) / Eje TDF L:72cm D.F:10cm (6 Agujeros),,,MIX10218,,,Transmisión Mecánica,Sin Asignar,$0.00,,,No Available,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
2412,,,,Plastic Coupling Groove Type / Acoplamiento Plástico Tipo Ranura,,,MIX10009,851515,,Componentes Estructurales y de Montaje,Sin Asignar,$0.00,,,No Available,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
2413,,,,Repair Kit of C30 Water Pump (L&T Type) / Kit de Reparación de Bomba de Agua C30 (Tipo L&T),,,MIX10002,LRCL0048J0,,Sistema de Bombeo de Concreto,Sin Asignar,$0.00,,,No Available,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
2414,,,,Roller (Q200 x 110 x 100) External / Rodillo (Q200 x 110 x 100) Externo,,,MIX10071,,,Transmisión Mecánica,Sin Asignar,$0.00,,,No Available,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
2415,,,,Roller (Q200 X 110 X 105) Complete / Rodillo (Q200 X 110 X 105) Completo,,,MIX10055,30517153000,,Transmisión Mecánica,Sin Asignar,$0.00,,,No Available,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
2416,,,,Roller (Q200 x 110 x 105) External / Rodillo (Q200 x 110 x 105) Externo,,,MIX10067,30517153000,,Transmisión Mecánica,Sin Asignar,$0.00,,,No Available,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
2417,,,,Roller (Q220 X 110 X 90) Complete / Rodillo (Q220 X 110 X 90) Completo,,,MIX10050,30317010000,,Transmisión Mecánica,Sin Asignar,$0.00,,,No Available,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
2418,,,,Roller (Q220 x 110 x 90) External / Rodillo (Q220 x 110 x 90) Externo,,,MIX10062,30317010000,,Transmisión Mecánica,Sin Asignar,$0.00,,,No Available,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
2419,,,,Roller (Q245 X 130 X 120) Complete / Rodillo (Q245 X 130 X 120) Completo,,,MIX10056,30817805000,,Transmisión Mecánica,Sin Asignar,$0.00,,,No Available,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
2420,,,,Roller (Q245 x 130 x 120) External / Rodillo (Q245 x 130 x 120) Externo,,,MIX10068,30817885000,,Transmisión Mecánica,Sin Asignar,$0.00,,,No Available,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
2421,,,,Roller (Q250 X 110 X 92) Complete / Rodillo (Q250 X 110 X 92) Completo,,,MIX10053,P10050019,,Transmisión Mecánica,Sin Asignar,$0.00,,,No Available,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
2422,,,,Roller (Q250 x 110 x 92) External / Rodillo (Q250 x 110 x 92) Externo,,,MIX10065,P10050019,,Transmisión Mecánica,Sin Asignar,$0.00,,,No Available,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
2423,,,,Roller (Q250 X 130 X 100) Complete / Rodillo (Q250 X 130 X 100) Completo,,,MIX10058,,,Transmisión Mecánica,Sin Asignar,$0.00,,,No Available,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
2424,,,,Roller (Q250 x 130 x 100) External / Rodillo (Q250 x 130 x 100) Externo,,,MIX10072,,,Transmisión Mecánica,Sin Asignar,$0.00,,,No Available,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
2425,,,,Roller (Q250 X 130 X 120) Complete / Rodillo (Q250 X 130 X 120) Completo,,,MIX10052,4191005,,Transmisión Mecánica,Sin Asignar,$0.00,,,No Available,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
2426,,,,Roller (Q250 x 130 x 120) External / Rodillo (Q250 x 130 x 120) Externo,,,MIX10064,941491805,,Transmisión Mecánica,Sin Asignar,$0.00,,,No Available,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
2427,,,,Roller (Q250 x 130 x 145) External / Rodillo (Q250 x 130 x 145) Externo,,,MIX10070,,,Transmisión Mecánica,Sin Asignar,$0.00,,,No Available,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
2428,,,,Roller (Q250 X 160 X 110) Complete / Rodillo (Q250 X 160 X 110) Completo,,,MIX10051,5320300,,Transmisión Mecánica,Sin Asignar,$0.00,,,No Available,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
2429,,,,Roller (Q250 x 160 x 110) External / Rodillo (Q250 x 160 x 110) Externo,,,MIX10063,60306854,,Transmisión Mecánica,Sin Asignar,$0.00,,,No Available,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
2430,,,,Roller (Q260 X 110 X 100) Complete / Rodillo (Q260 X 110 X 100) Completo,,,MIX10059,,,Transmisión Mecánica,Sin Asignar,$0.00,,,No Available,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
2431,,,,Roller (Q280 X 110 X 90) Complete / Rodillo (Q280 X 110 X 90) Completo,,,MIX10048,30917010000,,Transmisión Mecánica,Sin Asignar,$0.00,,,No Available,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
2432,,,,Roller (Q280 X 110 X 90) External / Rodillo (Q280 X 110 X 90) Externo,,,MIX10060,30917010000,,Transmisión Mecánica,Sin Asignar,$0.00,,,No Available,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
2433,,,,Roller (Q280 X 160 X 110) Complete / Rodillo (Q280 X 160 X 110) Completo,,,MIX10054,30317112000,,Transmisión Mecánica,Sin Asignar,$0.00,,,No Available,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
2434,,,,Roller (Q280 x 160 x 110) External / Rodillo (Q280 x 160 x 110) Externo,,,MIX10066,3031712000,,Transmisión Mecánica,Sin Asignar,$0.00,,,No Available,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
2435,,,,Roller (Q280 X 160 X 90) Complete / Rodillo (Q280 X 160 X 90) Completo,,,MIX10049,30617010000,,Transmisión Mecánica,Sin Asignar,$0.00,,,No Available,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
2436,,,,Roller (Q280 X 160 X 90) External / Rodillo (Q280 X 160 X 90) Externo,,,MIX10061,30617010000,,Transmisión Mecánica,Sin Asignar,$0.00,,,No Available,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
2437,,,,Roller Karde Type (Q180 X 130 X 100) Complete / Rodillo Tipo Karde (Q180 X 130 X 100) Completo,,,MIX10057,,,Transmisión Mecánica,Sin Asignar,$0.00,,,No Available,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
2438,,,,Roller Karde Type (Q180 x 130 x 100) External / Rodillo Tipo Karde (Q180 x 130 x 100) Externo,,,MIX10069,,,Transmisión Mecánica,Sin Asignar,$0.00,,,No Available,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
2439,,,,S HOSE 60 MM / Manguera S 60 MM,,,MIX10204,,,Componentes de Tuberías,Sin Asignar,$0.00,,,No Available,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
2440,,,,Seal for V Chut 168 / Sello para Tolva en V 168,,,MIX10132,,,Sellos y Retenes,Sin Asignar,$0.00,,,No Available,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
2441,,,,Seal Set for C30 Water Pump / Juego de Sellos para Bomba de Agua C30,,,MIX10008,LRCL0042J5,,Sellos y Retenes,Sin Asignar,$0.00,,,No Available,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
2442,,,,Short Fiber for Short Chut / Fibra Corta para Tolva Corta,,,MIX30146,,,Componentes de Descarga,Sin Asignar,$0.00,,,No Available,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
2443,,,,Transmitter Cable Type 55 Degree / Cable de Transmisor Tipo 55 Grados,,,MIX10108,,,Elementos de Medición y Control,Sin Asignar,$0.00,,,No Available,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
2444,,,,Transmitter Long Type 55 Degree / Transmisor Tipo Largo 55 Grados,,,MIX10107,,,Elementos de Medición y Control,Sin Asignar,$0.00,,,No Available,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
2445,,,,Transmitter Short Type 55 Degree / Transmisor Tipo Corto 55 Grados,,,MIX10106,,,Elementos de Medición y Control,Sin Asignar,$0.00,,,No Available,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
2446,,,,V Chut Complete / Tolva en V Completa,,,MIX10117,,,Componentes Estructurales y de Montaje,Sin Asignar,$0.00,,,No Available,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
2448,,,,Water Hose Nozzle / Boquilla de Manguera de Agua,,,MIX10201,,,Componentes de Tuberías,Sin Asignar,$0.00,,,No Available,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
2449,,,,Water Pump C30 Double Bearing (L&T Type) / Bomba de Agua C30 Doble Rodamiento (Tipo L&T),,,MIX10001,LRCL0048J9,,Sistema de Bombeo de Concreto,Sin Asignar,$0.00,,,No Available,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
2450,,,,Water Pump CIFA Gear Type / Bomba de Agua Tipo Engranaje CIFA,,,MIX10020,28432300,,Sistema de Bombeo de Concreto,Sin Asignar,$0.00,,,No Available,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
2451,,,,Water Pump Gear Type NSTII / Bomba de Agua Tipo Engranaje NSTII,,,MIX10013,78519,,Sistema de Bombeo de Concreto,Sin Asignar,$0.00,,,No Available,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
2452,,,,Water Pump Shaft Type / Bomba de Agua Tipo Eje,,,MIX10024,75931,,Sistema de Bombeo de Concreto,Sin Asignar,$0.00,,,No Available,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
2490,,,"2.5"" CONCRETE WASHOUT BALL","PELOTA DE LIMPIEZA 2.5""",,,,,,,Sin Asignar,$0.00,,,No Available,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
2111,,,,Delivery Cylinder DN 160 / Cilindro de Entrega DN 160,,,SOM30081,10006180,Schwing,Sistema de Bombeo de Concreto,Sin Asignar,"$1,935.84",,,No Available,,,$15.50,$109.00,$104.64,$18.99,$356.02,5.51,,,,,,,,
2317,75045880450,,,Caja de lechada con 50 sobres - rinde 50 servicios,,,BCPRIME,,Tuberia,,Sin Asignar,$0.00,,,Sold out,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
1000,75045891000,,,MIRLLA/TUBO DE PLASTICO P/TANQUE DE AGUA,,,4014174622,,Olla Revolvedora,Componentes estructurales y de montaje,Sin Asignar,$0.00,,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
1001,75045891001,,MAIN CHUTE ,CANALON PRINCIPAL MTM-TIPO NUEVO ,,,440.152625,,Olla Revolvedora,Sistema de bombeo de concreto,Sin Asignar,$0.00,,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
1002,75045891002,,FOLDOVER CHUTE ,CANALON SECUNDARIO MTM- TIPO NUEVO,,,440.152630,,Olla Revolvedora,Componentes estructurales y de montaje,Sin Asignar,$0.00,,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
1003,75045891003,,PRIMERED STEEL CHUTE,EXTENSION DE CANALON MTM-TIPO NUEVO,,,440.82300,,Olla Revolvedora,Sistema de bombeo de concreto,Sin Asignar,$0.00,,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
1004,75045891004,,STANDARD OR FLIP-UP CHARGE HOPPER ,CONO DE CARGA ,,,153370,,Olla Revolvedora,Componentes para silos,Sin Asignar,$0.00,,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
1006,75045891006,,ALUMINUM CHUTE HOLD DOWN HANDLE WITH 10IN RUBBER STRAP,ENSAMBLE DE LIGA Y GANCHO DE PLASTICO ,,,780.82629,,Olla Revolvedora,Componentes estructurales y de montaje,Sin Asignar,$0.00,,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
1008,75045891008,,"MCNEILUS MTM 3-7/8"" DRUM ROLLER ","RODILLO SOLO MTM 3-7/8"" ",,,150442,,Olla Revolvedora,Componentes estructurales y de montaje,Sin Asignar,$0.00,,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
1009,75045891009,,DRUM ROLLER SHAFT 8IN OVERALL LENGTH,"BARRA DE RODILLO MTM 8""",,,150443,,Olla Revolvedora,Componentes estructurales y de montaje,Sin Asignar,$0.00,,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
1010,75045891010,,DRUM ROLLER LOCKNUT,TUERCA DE SEGURIDAD MTM,,,1030670,,Olla Revolvedora,Componentes estructurales y de montaje,Sin Asignar,$0.00,,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
1011,75045891011,,"LONDON DRUM ROLLER ASSEMBLY 4-3/4""","RODILLO SOLO LONDON 4-3/4""",,,28852-C,,Olla Revolvedora,Componentes estructurales y de montaje,Sin Asignar,$0.00,,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
1013,75045891013,,REAR CONTROL BOX LEVER ARM,PALANCA SIN AGARRADERA ,,,153885,,Olla Revolvedora,Componentes estructurales y de montaje,Sin Asignar,$0.00,,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
1014,75045891014,,ELECTRICAL SWITCH W/PIGTAIL MOMENTARY,SWITCH COLA DE RATA RETRACTIL,,,85693HW,,Olla Revolvedora,SIN ASIGNAR,SIN ASIGNAR,$0.00,A,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
1015,75045891015,,ELECTRICAL SWITCH W/PIGTAIL ,SWITCH COLA DE RATA ESTATICO,,,110195HW,,Olla Revolvedora,SIN ASIGNAR,SIN ASIGNAR,$0.00,A,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,2376,$0.00,#DIV/0!,,,,
1016,75045891016,,ELECTRIC TOGGLE SWITCH  ON/OFF/ON,SWITCH ELECTRICO ON/OFF,,,189135,,Olla Revolvedora,SIN ASIGNAR,SIN ASIGNAR,$0.00,A,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,2178,$0.00,#DIV/0!,,"$30,856",,
1017,7504891017,,PRESSURE SWITCH,SWITCH CONTROL ACELERACION  ,,,110215,060.110215 ,Olla Revolvedora,Componentes eléctricos,Sin Asignar,$0.00,,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
1018,7504891018,,,"FLECHA TRANSMISION DE OLLA 42"" ",,,MTM0000740,,Olla Revolvedora,SIN ASIGNAR,SIN ASIGNAR,$0.00,B,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
1019,7504891019,,COMPLETE DTUM ROLLER ASSEMBLY,RODILLO COMPLETO REX/CHALLENGE,,,5002358,,Olla Revolvedora,Componentes estructurales y de montaje,Sin Asignar,$0.00,,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
1057,7504891057,,HYDRAULIC OIL THERMOMETER SIGHT GAUGE,MARCADOR TEMPERATURA REX  ,,,2980218156,,Olla Revolvedora,Elementos de medición y control,Sin Asignar,$0.00,,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
1060,75045891060,,TYPE PUMP AND MOTOR SHAFT SEAL KIT,KIT SELLOS PARA EJE DE BOMBA EATON / TIPO RETEN,,,990709,,Olla Revolvedora,Sellos y retenes,EMPAQUES,$0.00,,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
1061,75045891061,,,KIT SELLOS PARA PISTON CANALON,,,25121,,Olla Revolvedora,SIN ASIGNAR,EMPAQUES,$0.00,B,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
1063,7504891063,,START SWITCH BRACKET ASSEMBLY,ENSAMBLE INTERRUPTOR DE ARRANQUE,,,73412,,Olla Revolvedora,Componentes eléctricos,Sin Asignar,$0.00,,,To Re-purchase,,,$0.00,$0.00,$0.00,$0.00,$0.00,#DIV/0!,,,,,,,,
